customer_id,country,education,gender,member_card,total_children,Recency,Frequency,Monetary
5401,USA,High School Degree,F,Silver,4,86,2,48.73
5405,USA,Graduate Degree,F,Bronze,1,21,6,157.57
5407,USA,Bachelors Degree,M,Golden,4,37,3,128.47
5408,USA,Partial High School,F,Normal,2,55,3,67.62
5410,USA,High School Degree,F,Bronze,2,8,17,376.79
5412,USA,Partial College,M,Silver,1,330,1,8.64
5414,USA,High School Degree,M,Bronze,1,304,1,60.44
5419,USA,Bachelors Degree,F,Bronze,1,25,16,502.36
5420,USA,High School Degree,M,Bronze,0,71,2,9.64
5423,USA,Partial High School,F,Normal,4,12,7,148.49
5425,USA,High School Degree,F,Bronze,2,211,1,35.64
5426,USA,High School Degree,F,Bronze,2,53,3,26.37
5428,USA,Graduate Degree,M,Bronze,2,249,1,7.74
5429,USA,High School Degree,F,Bronze,3,302,1,31.7
5431,USA,Bachelors Degree,F,Golden,2,12,3,51.65
5432,USA,Partial High School,M,Bronze,3,38,19,577.23
5433,USA,High School Degree,M,Bronze,2,113,7,194.05
5435,USA,High School Degree,M,Golden,5,117,1,23.21
5436,USA,Partial High School,M,Normal,2,86,4,90.68
5437,USA,Partial College,F,Silver,1,147,4,44.18
5438,USA,High School Degree,M,Bronze,1,133,2,49.96
5441,USA,Graduate Degree,F,Golden,5,31,4,83.44
5442,USA,High School Degree,F,Bronze,4,55,6,166.06
5443,USA,Bachelors Degree,M,Bronze,3,128,1,10.28
5444,USA,Partial High School,F,Normal,0,292,1,20.51
5447,USA,Partial College,M,Normal,5,28,4,83.87
5449,USA,High School Degree,F,Bronze,3,158,1,36.82
5450,USA,Bachelors Degree,F,Bronze,4,12,2,61.33
5451,USA,Bachelors Degree,F,Normal,5,12,5,102.63
5452,USA,Bachelors Degree,F,Golden,2,286,4,103.36
5453,USA,Partial High School,M,Bronze,3,191,3,48.39
5454,USA,Bachelors Degree,F,Bronze,2,186,1,17.34
5456,USA,Bachelors Degree,F,Silver,2,53,2,13.2
5458,USA,High School Degree,F,Bronze,1,142,2,55.75
5461,USA,High School Degree,F,Golden,5,42,4,50.76
5462,USA,Bachelors Degree,M,Bronze,1,116,3,60.04
5467,USA,High School Degree,F,Bronze,3,51,2,33.27
5470,USA,Partial High School,F,Normal,3,18,3,24.23
5471,USA,Partial High School,M,Normal,4,52,2,59.97
5473,USA,Partial High School,F,Normal,1,129,4,82.32
5474,USA,Graduate Degree,F,Bronze,3,12,1,16.47
5476,USA,Bachelors Degree,M,Bronze,4,18,5,113.23
5477,USA,Bachelors Degree,F,Normal,1,320,1,12.75
5479,USA,High School Degree,M,Bronze,0,129,1,9.93
5484,USA,Partial High School,F,Bronze,3,13,3,105.21
5485,USA,Bachelors Degree,F,Bronze,4,126,1,48.88
5486,USA,Partial High School,F,Normal,3,173,3,72.1
5489,USA,Bachelors Degree,F,Bronze,2,104,4,79.58
5490,USA,Partial High School,F,Bronze,3,61,2,44.74
5492,USA,Partial College,M,Bronze,2,71,2,47.01
5493,USA,Bachelors Degree,F,Bronze,3,52,3,107.52
5495,USA,High School Degree,F,Bronze,4,60,2,61.82
5497,USA,Bachelors Degree,F,Bronze,1,18,1,3.87
5498,USA,High School Degree,M,Bronze,0,192,1,15.3
5499,USA,Graduate Degree,M,Golden,4,147,3,94.26
5500,USA,Partial High School,M,Normal,1,21,2,83.24
5501,USA,High School Degree,F,Silver,4,8,18,668.94
5502,USA,Bachelors Degree,M,Silver,3,203,1,25.73
5503,USA,Bachelors Degree,M,Silver,3,36,5,65.13
5504,USA,Partial College,M,Silver,3,183,1,20.05
5505,USA,High School Degree,F,Golden,4,29,2,66.74
5508,USA,Graduate Degree,F,Bronze,4,3,4,139.28
5511,USA,Partial College,M,Bronze,1,84,4,131.47
5514,USA,Partial High School,M,Normal,2,66,4,149.76
5518,USA,Partial High School,M,Normal,5,106,1,22.64
5519,USA,Partial High School,M,Normal,2,61,2,26.6
5521,USA,Bachelors Degree,M,Silver,1,214,1,19.24
5522,USA,High School Degree,F,Silver,4,48,2,64.94
5524,USA,Partial High School,M,Normal,2,96,1,54.14
5526,USA,Partial High School,M,Golden,4,105,3,42.26
5528,USA,Partial High School,F,Normal,2,231,4,118.96
5530,USA,High School Degree,F,Normal,4,18,6,197.34
5531,USA,High School Degree,F,Bronze,4,225,1,48.18
5532,USA,Partial High School,M,Bronze,0,256,1,31.4
5533,USA,Partial High School,F,Normal,1,91,8,312.59
5535,USA,Partial High School,M,Normal,3,48,3,57.77
5537,USA,High School Degree,F,Bronze,0,11,11,268.56
5538,USA,Bachelors Degree,F,Silver,2,22,1,11.58
5539,USA,Bachelors Degree,F,Silver,4,286,1,44.02
5541,USA,Bachelors Degree,F,Bronze,1,55,3,71.94
5542,USA,Partial College,M,Bronze,2,11,25,813.44
5543,USA,Graduate Degree,F,Normal,5,74,2,64.92
5545,USA,High School Degree,M,Golden,3,219,2,59.61
5547,USA,Partial High School,M,Normal,2,19,5,114.07
5548,USA,Bachelors Degree,F,Bronze,3,256,1,9.8
5549,USA,High School Degree,F,Bronze,3,228,1,27.26
5552,USA,High School Degree,F,Bronze,5,8,1,32.52
5553,USA,Partial College,F,Bronze,3,28,4,83.71
5554,USA,Partial High School,F,Normal,3,113,1,40.35
5555,USA,Partial High School,F,Normal,4,92,6,109.83
5556,USA,Bachelors Degree,M,Bronze,1,271,1,18.98
5560,USA,High School Degree,M,Bronze,1,58,4,97.55
5566,USA,Bachelors Degree,M,Bronze,4,16,2,70.23
5567,USA,Bachelors Degree,M,Bronze,2,114,1,18.28
5568,USA,Partial College,M,Bronze,2,18,13,319.14
5572,USA,Partial High School,F,Normal,5,85,3,98.62
5574,USA,High School Degree,M,Bronze,3,21,1,26.74
5579,USA,Partial College,M,Bronze,2,35,1,35.16
5580,USA,Graduate Degree,M,Bronze,3,52,3,82.88
5581,USA,Bachelors Degree,F,Bronze,1,83,2,43.24
5582,USA,Bachelors Degree,M,Bronze,4,198,1,3.74
5584,USA,Bachelors Degree,F,Bronze,0,121,3,77.7
5586,USA,Bachelors Degree,M,Bronze,4,112,1,20.88
5587,USA,Partial High School,F,Normal,1,30,3,83.52
5590,USA,Bachelors Degree,M,Silver,5,25,11,394.9
5592,USA,Partial High School,F,Normal,1,38,18,671.91
5593,USA,Partial College,M,Bronze,4,37,5,148.95
5595,USA,High School Degree,F,Bronze,1,150,1,23.46
5596,USA,Graduate Degree,F,Silver,1,3,3,58.13
5597,USA,Graduate Degree,F,Bronze,2,4,17,464.17
5598,USA,Partial College,F,Silver,4,48,3,66.1
5600,USA,High School Degree,F,Golden,3,310,1,14.18
5602,USA,High School Degree,M,Silver,0,208,2,34.35
5604,USA,High School Degree,M,Silver,1,121,2,61.42
5607,USA,Partial College,M,Bronze,3,203,3,110.51
5608,USA,Bachelors Degree,F,Normal,2,31,4,82.66
5610,USA,Bachelors Degree,M,Bronze,4,14,8,305.47
5611,USA,High School Degree,M,Bronze,2,304,2,52.49
5612,USA,Bachelors Degree,M,Bronze,2,35,5,200.94
5614,USA,Bachelors Degree,F,Bronze,2,158,2,48.68
5615,USA,High School Degree,M,Bronze,1,353,1,39.48
5616,USA,Partial High School,F,Normal,3,59,12,286.56
5620,USA,Bachelors Degree,M,Bronze,1,55,2,37.46
5623,USA,High School Degree,F,Golden,4,3,2,41.6
5625,USA,Bachelors Degree,F,Bronze,4,25,3,140.64
5626,USA,Bachelors Degree,F,Golden,4,16,4,110.81
5628,USA,High School Degree,F,Bronze,3,75,1,22.44
5630,USA,Partial College,F,Bronze,2,12,4,49.54
5631,USA,Graduate Degree,M,Bronze,5,25,4,126.03
5633,USA,High School Degree,F,Normal,4,4,4,119.36
5634,USA,Partial High School,F,Normal,3,324,1,6.36
5635,USA,Partial High School,M,Normal,3,263,2,68.36
5636,USA,Partial High School,F,Normal,0,96,2,43.83
5637,USA,Partial College,M,Bronze,5,16,3,140.17
5639,USA,High School Degree,M,Bronze,4,10,7,245.63
5643,USA,High School Degree,M,Bronze,4,16,2,57.01
5644,USA,Bachelors Degree,F,Bronze,2,7,15,356.72
5645,USA,Bachelors Degree,M,Golden,4,71,1,17.33
5646,USA,Partial High School,F,Bronze,2,103,1,13.71
5647,USA,High School Degree,M,Bronze,3,49,5,186.26
5648,USA,Graduate Degree,F,Bronze,2,361,1,35.22
5649,USA,Partial High School,M,Normal,3,168,4,59.6
5650,USA,High School Degree,M,Bronze,3,101,3,33.09
5651,USA,High School Degree,F,Bronze,1,78,4,105.78
5653,USA,Bachelors Degree,M,Bronze,1,141,1,23.49
5655,USA,Graduate Degree,F,Bronze,2,13,3,97.05
5656,USA,High School Degree,F,Bronze,0,100,1,29.14
5658,USA,High School Degree,F,Normal,1,131,1,45.86
5663,USA,Partial High School,F,Bronze,1,69,2,39.59
5664,USA,Bachelors Degree,M,Bronze,4,16,3,105.53
5667,USA,Partial High School,F,Normal,1,195,3,82.45
5668,USA,High School Degree,M,Bronze,1,180,3,73.88
5671,USA,Partial High School,F,Normal,4,28,4,154.62
5674,USA,High School Degree,F,Bronze,3,124,4,151.38
5677,USA,High School Degree,F,Bronze,2,4,3,28.18
5678,USA,Partial High School,M,Bronze,3,3,3,99.8
5681,USA,Graduate Degree,M,Bronze,1,12,3,84.2
5682,USA,High School Degree,F,Normal,2,75,3,90.25
5683,USA,High School Degree,M,Bronze,2,150,1,6.73
5684,USA,Partial High School,M,Normal,1,211,1,23.32
5685,USA,Partial High School,F,Bronze,2,112,8,216.15
5686,USA,Bachelors Degree,M,Bronze,3,5,13,338.08
5689,USA,Partial High School,M,Normal,4,229,1,20.32
5690,USA,Partial High School,F,Golden,4,49,2,64.68
5694,USA,Bachelors Degree,F,Bronze,2,116,3,109.28
5696,USA,Bachelors Degree,F,Bronze,1,45,2,53.69
5702,USA,Bachelors Degree,F,Silver,3,36,3,54.27
5704,USA,Bachelors Degree,M,Bronze,3,12,2,70.56
5706,USA,Partial High School,F,Bronze,4,114,1,16.06
5707,USA,Bachelors Degree,F,Golden,5,29,12,289
5709,USA,Partial High School,M,Normal,3,327,1,3.17
5713,USA,Bachelors Degree,M,Bronze,3,55,2,22.43
5714,USA,High School Degree,M,Bronze,2,74,4,106.45
5715,USA,Bachelors Degree,M,Bronze,0,46,4,84.52
5717,USA,High School Degree,F,Bronze,0,139,3,52.34
5720,USA,Partial High School,M,Bronze,5,55,3,50.76
5721,USA,High School Degree,M,Bronze,1,142,1,19.8
5723,USA,Bachelors Degree,F,Bronze,3,247,1,14.12
5724,USA,Graduate Degree,M,Golden,4,28,6,183.16
5725,USA,Bachelors Degree,M,Bronze,5,9,2,56.12
5726,USA,High School Degree,M,Bronze,1,137,2,71.25
5729,USA,Bachelors Degree,M,Normal,4,323,1,32.03
5730,USA,Graduate Degree,F,Bronze,1,80,1,17.99
5731,USA,Bachelors Degree,F,Golden,3,22,4,142.32
5732,USA,Bachelors Degree,F,Bronze,2,214,1,12.88
5733,USA,Partial High School,M,Normal,2,16,6,141.94
5734,USA,High School Degree,M,Normal,3,4,6,150.78
5735,USA,Bachelors Degree,M,Bronze,1,55,3,60.18
5736,USA,High School Degree,F,Bronze,3,363,1,51.19
5738,USA,Partial High School,M,Normal,1,103,5,135.74
5739,USA,Partial High School,M,Bronze,3,197,3,100.44
5741,USA,Bachelors Degree,F,Golden,3,12,2,81.17
5742,USA,Bachelors Degree,F,Bronze,4,11,20,731.42
5743,USA,High School Degree,M,Golden,3,4,5,106.52
5744,USA,Partial High School,F,Normal,0,5,12,233.26
5745,USA,Bachelors Degree,F,Bronze,3,285,1,18.65
5746,USA,High School Degree,F,Bronze,4,27,4,79.62
5747,USA,Graduate Degree,F,Bronze,4,60,4,59.64
5748,USA,Bachelors Degree,M,Golden,3,124,2,43.13
5751,USA,Partial College,M,Bronze,2,75,2,58.28
5753,USA,Partial High School,M,Normal,3,126,1,40.84
5754,USA,High School Degree,M,Bronze,2,126,1,37.14
5756,USA,Bachelors Degree,M,Silver,3,138,2,34.16
5760,USA,High School Degree,F,Bronze,5,18,5,142.3
5763,USA,Bachelors Degree,M,Bronze,4,117,1,2.96
5765,USA,High School Degree,M,Bronze,2,54,3,88.39
5766,USA,Partial High School,M,Bronze,5,6,18,516.68
5768,USA,Partial High School,F,Normal,2,23,7,250.11
5769,USA,Partial High School,M,Bronze,1,256,1,39.27
5771,USA,Partial College,M,Bronze,0,12,3,64.67
5772,USA,Partial High School,M,Golden,1,180,2,23.67
5774,USA,High School Degree,F,Bronze,2,138,1,63.67
5777,USA,Bachelors Degree,M,Silver,1,150,2,52.66
5781,USA,High School Degree,M,Bronze,2,47,7,130.67
5782,USA,Graduate Degree,M,Bronze,5,21,8,191.84
5786,USA,Partial High School,M,Normal,4,32,9,259.85
5789,USA,Bachelors Degree,M,Bronze,0,292,1,39.51
5790,USA,High School Degree,M,Bronze,2,10,12,351.39
5791,USA,Partial College,M,Bronze,3,12,6,200.88
5792,USA,Bachelors Degree,M,Bronze,5,238,2,82.5
5793,USA,High School Degree,M,Bronze,4,12,1,22.04
5795,USA,Partial College,F,Golden,3,115,1,14.94
5796,USA,High School Degree,F,Bronze,3,69,1,24.92
5797,USA,Graduate Degree,F,Golden,5,351,1,4.24
5799,USA,Graduate Degree,F,Silver,4,58,6,163
5800,USA,Partial College,M,Bronze,1,103,1,1.2
5801,USA,Bachelors Degree,M,Bronze,2,356,1,12.11
5802,USA,Partial High School,F,Bronze,3,106,6,135.11
5805,USA,Partial High School,M,Bronze,1,96,5,135.64
5808,USA,High School Degree,F,Bronze,3,162,3,128.59
5809,USA,Partial High School,M,Normal,1,21,6,150.86
5810,USA,High School Degree,M,Bronze,2,10,4,79.03
5811,USA,High School Degree,M,Normal,2,13,3,55.67
5813,USA,Partial College,M,Bronze,4,169,7,172.23
5814,USA,Partial High School,M,Normal,4,264,2,81.26
5818,USA,Partial High School,M,Silver,0,116,2,40.32
5819,USA,Bachelors Degree,F,Bronze,2,219,2,61.02
5820,USA,Partial High School,M,Normal,1,128,5,174.25
5821,USA,Bachelors Degree,F,Normal,4,71,6,111.39
5822,USA,Bachelors Degree,M,Bronze,5,51,1,10.48
5823,USA,Bachelors Degree,F,Bronze,3,29,2,26.41
5824,USA,High School Degree,M,Silver,3,117,3,82.07
5825,USA,Partial High School,F,Bronze,4,179,3,65.93
5826,USA,Partial High School,F,Normal,4,45,2,103.4
5827,USA,Partial College,M,Golden,3,35,7,194.18
5829,USA,Partial High School,M,Normal,5,6,3,66.05
5831,USA,High School Degree,M,Bronze,3,51,4,138.35
5834,USA,Partial High School,F,Normal,0,21,6,124.66
5835,USA,Partial High School,M,Normal,2,12,3,44.57
5836,USA,Bachelors Degree,M,Golden,3,21,1,41.03
5839,USA,Bachelors Degree,F,Golden,5,19,4,94.79
5842,USA,Graduate Degree,F,Bronze,1,48,5,121.02
5843,USA,Partial High School,M,Bronze,3,53,1,8.98
5844,USA,High School Degree,M,Bronze,4,34,7,159.79
5845,USA,High School Degree,F,Bronze,3,5,1,45.81
5846,USA,Partial College,M,Bronze,1,12,5,139.03
5847,USA,Partial High School,M,Normal,5,30,5,109.46
5848,USA,Bachelors Degree,F,Bronze,2,115,2,68.36
5850,USA,Partial High School,F,Normal,0,216,1,19.54
5855,USA,Bachelors Degree,F,Silver,2,158,4,73.18
5856,USA,High School Degree,M,Bronze,4,157,1,15.25
5857,USA,High School Degree,M,Silver,4,34,2,95.6
5858,USA,High School Degree,M,Bronze,0,140,2,74.36
5859,USA,Partial High School,M,Golden,1,105,2,26.4
5862,USA,Partial High School,F,Bronze,0,16,2,43
5865,USA,Bachelors Degree,M,Normal,1,26,2,65.51
5866,USA,Partial High School,F,Normal,2,351,1,23.55
5867,USA,High School Degree,M,Bronze,3,10,6,151.34
5868,USA,High School Degree,F,Bronze,2,225,2,63.43
5869,USA,High School Degree,M,Bronze,1,106,9,308.71
5870,USA,High School Degree,M,Bronze,3,135,1,8.17
5871,USA,Partial High School,F,Silver,2,333,2,47.12
5873,USA,Partial High School,F,Silver,0,286,1,18.23
5875,USA,Partial High School,M,Normal,2,12,5,111.56
5877,USA,High School Degree,M,Normal,3,10,11,341.51
5879,USA,Bachelors Degree,F,Bronze,4,19,1,10.54
5882,USA,Bachelors Degree,F,Bronze,4,46,4,55.55
5883,USA,High School Degree,F,Bronze,1,5,2,75.64
5884,USA,Graduate Degree,M,Bronze,2,231,1,11.92
5885,USA,Partial High School,F,Bronze,0,212,1,7.07
5887,USA,High School Degree,F,Bronze,3,36,4,129.2
5889,USA,High School Degree,F,Normal,4,225,3,62.35
5892,USA,Partial High School,F,Bronze,1,320,2,41.59
5894,USA,Partial High School,M,Normal,4,80,2,71.64
5895,USA,Partial College,M,Bronze,0,10,13,440.65
5896,USA,Partial High School,F,Bronze,5,330,1,31.72
5898,USA,Partial High School,M,Normal,2,23,10,240.61
5899,USA,High School Degree,F,Bronze,2,58,8,232.32
5901,USA,Graduate Degree,F,Bronze,2,53,3,95.96
5902,USA,Partial High School,M,Normal,0,42,1,17.16
5903,USA,Partial College,M,Silver,1,18,7,251
5905,USA,High School Degree,F,Bronze,1,29,4,81.08
5906,USA,Bachelors Degree,M,Golden,3,316,2,59.34
5907,USA,Partial High School,F,Bronze,2,30,4,106.2
5909,USA,High School Degree,M,Normal,1,21,2,34.43
5910,USA,Bachelors Degree,F,Bronze,4,225,3,78.82
5912,USA,Graduate Degree,F,Bronze,1,113,3,60.88
5913,USA,Partial High School,F,Normal,5,142,2,40.74
5914,USA,High School Degree,F,Bronze,2,260,1,20.37
5918,USA,Partial High School,F,Normal,0,104,4,100.16
5920,USA,High School Degree,F,Bronze,3,31,2,93.1
5922,USA,Bachelors Degree,M,Bronze,4,71,3,113.45
5923,USA,High School Degree,M,Bronze,0,27,12,372.01
5924,USA,Partial College,M,Golden,5,14,7,170.01
5925,USA,High School Degree,M,Bronze,3,105,3,64.44
5929,USA,High School Degree,F,Normal,4,136,3,101.78
5930,USA,Bachelors Degree,F,Bronze,1,203,1,14.1
5931,USA,Partial High School,F,Normal,5,131,3,127.1
5935,USA,Graduate Degree,M,Bronze,1,60,2,55.23
5941,USA,Bachelors Degree,M,Bronze,5,118,3,78.73
5942,USA,Bachelors Degree,F,Bronze,1,61,5,126.13
5943,USA,Graduate Degree,F,Bronze,2,51,1,20.15
5944,USA,High School Degree,M,Bronze,2,11,17,532.57
5945,USA,High School Degree,F,Bronze,2,175,1,32.47
5947,USA,Partial High School,M,Normal,4,124,2,45.84
5948,USA,Bachelors Degree,M,Bronze,2,227,5,158.05
5952,USA,Partial High School,M,Normal,2,158,1,14.22
5953,USA,High School Degree,F,Golden,3,260,2,68.1
5954,USA,High School Degree,M,Bronze,2,52,6,106.3
5956,USA,Partial High School,M,Normal,4,12,5,67.65
5957,USA,Partial High School,F,Normal,4,235,4,108.94
5958,USA,High School Degree,F,Bronze,3,37,14,463.63
5960,USA,Bachelors Degree,M,Bronze,3,13,3,56.77
5962,USA,Bachelors Degree,F,Silver,5,34,12,425.51
5967,USA,Bachelors Degree,M,Normal,2,25,2,57.78
5968,USA,Partial High School,F,Normal,0,55,3,97.87
5970,USA,Partial High School,M,Bronze,4,44,4,111.58
5971,USA,High School Degree,F,Golden,2,11,6,100.03
5972,USA,Partial High School,M,Silver,3,66,3,46.94
5973,USA,Bachelors Degree,M,Bronze,2,71,8,208.44
5977,USA,Graduate Degree,M,Bronze,1,224,2,48.02
5978,USA,Graduate Degree,M,Bronze,5,61,2,62.82
5982,USA,Bachelors Degree,M,Bronze,2,14,5,105.56
5983,USA,Bachelors Degree,F,Normal,2,3,2,53.06
5984,USA,Bachelors Degree,M,Bronze,1,52,8,258.81
5989,USA,Graduate Degree,M,Bronze,2,86,3,98.23
5990,USA,High School Degree,F,Golden,4,157,3,50.53
5991,USA,Partial College,M,Bronze,1,21,7,166.86
5992,USA,Partial College,F,Bronze,3,119,3,76.48
5999,USA,High School Degree,F,Bronze,2,89,7,286.08
6001,USA,Graduate Degree,F,Bronze,2,7,11,341.98
6002,USA,High School Degree,F,Bronze,3,267,1,22.59
6003,USA,Partial High School,F,Normal,0,46,9,200.67
6007,USA,Partial High School,F,Normal,1,194,1,29.45
6008,USA,Graduate Degree,M,Bronze,3,25,7,126.54
6009,USA,Bachelors Degree,M,Bronze,2,83,3,109.89
6012,USA,High School Degree,M,Bronze,3,18,8,254.35
6013,USA,Partial High School,M,Normal,1,140,2,17.65
6014,USA,Bachelors Degree,F,Bronze,1,139,2,86.91
6017,USA,Partial High School,F,Normal,4,16,6,213.49
6018,USA,High School Degree,F,Bronze,3,28,6,154.19
6019,USA,Bachelors Degree,F,Silver,1,106,3,87.4
6020,USA,Graduate Degree,F,Golden,4,12,3,50.52
6021,USA,Partial College,F,Bronze,4,37,4,166.39
6023,USA,High School Degree,F,Golden,4,90,1,8.52
6024,USA,Partial High School,F,Normal,2,256,1,32.53
6026,USA,Bachelors Degree,F,Golden,4,96,2,99.95
6035,USA,High School Degree,F,Bronze,5,5,2,66.35
6038,USA,Bachelors Degree,F,Bronze,3,60,3,55.07
6039,USA,Graduate Degree,F,Bronze,2,4,5,161.81
6043,USA,Partial College,F,Silver,4,54,1,6.56
6047,USA,Partial High School,M,Bronze,3,10,8,429.01
6049,USA,Partial College,M,Bronze,5,27,3,108.27
6051,USA,Partial College,F,Bronze,3,244,3,128.56
6053,USA,Partial High School,F,Normal,1,19,3,78.5
6056,USA,Graduate Degree,F,Bronze,2,179,3,81.85
6057,USA,Bachelors Degree,F,Bronze,4,121,5,157.89
6059,USA,High School Degree,M,Silver,3,69,3,82.31
6060,USA,High School Degree,M,Bronze,2,12,5,91.13
6061,USA,High School Degree,M,Bronze,1,7,13,409.3
6062,USA,Partial College,M,Bronze,2,12,2,38.23
6065,USA,High School Degree,F,Bronze,1,29,1,31.77
6067,USA,Bachelors Degree,M,Bronze,2,3,3,61.65
6069,USA,Bachelors Degree,F,Normal,4,46,7,100.7
6070,USA,High School Degree,M,Bronze,4,119,1,56.59
6072,USA,High School Degree,M,Bronze,2,150,2,59.99
6074,USA,High School Degree,M,Bronze,1,100,2,37.13
6077,USA,High School Degree,F,Golden,4,138,2,12.59
6079,USA,Bachelors Degree,F,Bronze,3,18,8,118.89
6082,USA,Partial High School,F,Normal,4,21,4,166.74
6083,USA,Partial College,M,Golden,3,272,3,61.9
6084,USA,High School Degree,F,Bronze,1,35,3,55.83
6086,USA,Partial High School,M,Bronze,4,174,3,59.06
6087,USA,High School Degree,M,Normal,4,165,7,154.17
6088,USA,Partial High School,F,Normal,1,253,1,5.28
6089,USA,Partial High School,M,Normal,4,182,1,33.97
6090,USA,High School Degree,M,Bronze,3,142,1,13.65
6091,USA,High School Degree,F,Golden,5,239,3,84.16
6092,USA,High School Degree,F,Bronze,1,117,1,23.55
6095,USA,High School Degree,M,Normal,2,354,1,23.22
6096,USA,Partial High School,M,Bronze,2,3,4,135.38
6098,USA,High School Degree,F,Golden,1,47,7,150.38
6101,USA,High School Degree,F,Bronze,3,78,2,29.33
6102,USA,Bachelors Degree,M,Bronze,1,48,1,5.13
6105,USA,High School Degree,M,Bronze,0,15,10,361.32
6106,USA,Partial High School,M,Normal,4,66,2,60.2
6107,USA,Bachelors Degree,F,Bronze,5,5,7,218.62
6109,USA,High School Degree,M,Golden,5,327,1,15.21
6112,USA,Partial High School,M,Silver,0,197,2,63.09
6113,USA,High School Degree,F,Bronze,0,7,19,489.89
6114,USA,Graduate Degree,F,Bronze,2,7,13,396.79
6115,USA,Bachelors Degree,F,Bronze,1,29,1,2.42
6119,USA,Partial High School,F,Silver,4,168,1,38.78
6120,USA,Bachelors Degree,M,Normal,0,5,5,138.12
6123,USA,High School Degree,F,Bronze,1,49,2,56.42
6124,USA,High School Degree,M,Golden,2,13,4,118.45
6129,USA,Bachelors Degree,F,Bronze,0,60,2,78.96
6130,USA,Partial High School,M,Normal,2,347,1,28.83
6131,USA,Bachelors Degree,M,Silver,3,75,2,24.45
6132,USA,High School Degree,M,Bronze,0,100,9,228.57
6133,USA,Bachelors Degree,F,Golden,2,36,3,96.91
6134,USA,Graduate Degree,F,Normal,2,66,4,118.04
6136,USA,Partial High School,F,Bronze,3,124,5,135.28
6138,USA,Graduate Degree,F,Golden,5,109,7,252.71
6139,USA,Partial High School,F,Normal,2,103,1,17.25
6140,USA,Partial High School,F,Normal,4,139,1,20.7
6141,USA,Partial High School,M,Silver,3,55,2,60.71
6142,USA,Bachelors Degree,M,Golden,3,231,3,73.18
6145,USA,Bachelors Degree,F,Bronze,5,225,3,84.61
6146,USA,Bachelors Degree,F,Bronze,5,162,2,59.54
6147,USA,High School Degree,F,Bronze,5,61,1,47.62
6148,USA,Bachelors Degree,F,Bronze,2,34,5,97.03
6149,USA,Graduate Degree,F,Bronze,1,79,2,12.83
6153,USA,Bachelors Degree,F,Bronze,4,37,16,564.23
6154,USA,Graduate Degree,M,Bronze,2,115,1,30.51
6155,USA,Partial College,F,Bronze,3,181,2,57.9
6161,USA,Partial High School,F,Normal,1,67,8,162.94
6162,USA,High School Degree,M,Bronze,4,8,5,168.19
6163,USA,Partial College,F,Bronze,2,4,8,182.15
6164,USA,High School Degree,M,Bronze,3,229,1,16.51
6167,USA,High School Degree,M,Bronze,0,89,2,40.58
6168,USA,High School Degree,M,Golden,4,25,10,403.01
6169,USA,Partial High School,M,Normal,2,18,7,232.3
6171,USA,High School Degree,M,Golden,4,143,2,52.33
6172,USA,Bachelors Degree,M,Bronze,3,58,3,123.02
6174,USA,Partial High School,F,Normal,0,60,2,79.73
6178,USA,Bachelors Degree,M,Bronze,4,192,1,31.42
6180,USA,Partial High School,M,Bronze,5,78,8,141.19
6181,USA,High School Degree,M,Golden,4,195,1,16.47
6182,USA,High School Degree,F,Bronze,5,32,5,127.12
6184,USA,High School Degree,M,Bronze,2,106,2,66.09
6185,USA,Partial High School,M,Normal,2,71,1,18.65
6186,USA,Bachelors Degree,M,Golden,4,77,3,67.4
6189,USA,Partial High School,M,Normal,1,60,3,54.1
6190,USA,Partial High School,F,Normal,2,263,1,34
6191,USA,High School Degree,M,Silver,1,137,3,40.36
6194,USA,Partial High School,M,Normal,5,244,3,129.92
6195,USA,Bachelors Degree,M,Bronze,0,168,2,30.34
6196,USA,High School Degree,F,Bronze,4,171,2,38.47
6201,USA,High School Degree,F,Golden,5,27,1,29.15
6203,USA,Bachelors Degree,F,Bronze,2,147,3,114.91
6204,USA,Partial High School,F,Golden,5,217,3,49.19
6206,USA,Partial High School,F,Normal,3,35,4,151.68
6207,USA,High School Degree,M,Bronze,1,54,6,192.94
6208,USA,Partial High School,F,Normal,1,7,6,161.59
6214,USA,High School Degree,F,Silver,4,108,1,14.04
6218,USA,Graduate Degree,F,Bronze,0,21,6,144.37
6220,USA,Bachelors Degree,F,Bronze,1,330,1,3.86
6221,USA,Partial High School,M,Bronze,2,25,1,22.5
6223,USA,Bachelors Degree,M,Bronze,2,86,4,75.56
6225,USA,High School Degree,F,Bronze,2,198,1,8.76
6228,USA,Partial High School,M,Normal,3,10,2,42.26
6229,USA,Bachelors Degree,M,Bronze,2,129,2,48.11
6232,USA,Bachelors Degree,F,Bronze,1,77,3,85.56
6233,USA,Partial High School,F,Normal,3,34,2,49.52
6235,USA,Bachelors Degree,M,Bronze,0,157,1,37.2
6236,USA,Bachelors Degree,F,Bronze,1,228,3,61.69
6237,USA,Partial High School,F,Normal,3,130,5,168.64
6238,USA,Partial College,M,Bronze,5,330,1,12.96
6243,USA,Bachelors Degree,F,Bronze,1,156,2,9.25
6244,USA,Bachelors Degree,M,Bronze,0,28,1,20.7
6247,USA,Bachelors Degree,M,Bronze,2,131,3,96.96
6248,USA,Partial High School,F,Normal,3,110,4,188.42
6253,USA,Partial College,F,Golden,4,137,2,118.09
